job_title,job_date,comp_name,comp_type,comp_size,eco_activity,qualif,region,city,salary,contract,positions,job_post_id,exper,gender
أخصائي تسويق,29/03/1444,مؤسسة عبدالعزيز محمد ابراهيم العجمي التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة للكماليات وللإكسسوارات الملابس، يشمل (القفازات وأربطة العنق والحمالات والسبح والمظلات),"['Skill data', 'مهاره الخطابه ', 'محترف', 'البيع', 'محترف', 'التطوير', 'محترف', 'Language data', 'عربي', 'محترف', 'الانجليزيه', 'متوسط']",المنطقة الشرقية,KHUBAR,7000,دوام كامل,2,20202026229779,2,both
فني مختبر طبي,29/03/1444,مجمع عيادات دار العلاج,خاص,متوسطة فئة أ,المجمعات الطبية العامة,,الرياض,RIYADH,5000,دوام كامل,3,20202026229670,2,both
موظف صندوق محاسبة,29/03/1444,مطعم دجاج بيك للوجبات السريعة,خاص,صغيرة فئة ب,المجمعات الطبية العامة,,تبوك,HAQL,4000,دوام كامل,1,20202026229552,2,M
محامي,29/03/1444,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,,الرياض,RIYADH,5500,دوام كامل,1,20202026229422,0,M
محامي,29/03/1444,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,,الرياض,RIYADH,5500,دوام كامل,1,20202026229401,4,F
مدير خدمة العملاء,29/03/1444,شركة  الشرق المتحدة لتأجير السيارات,خاص,صغيرة فئة أ,تأجير السيارات بسائق,,الرياض,RIYADH,5000,دوام كامل,1,20202026229394,2,both
محامي,29/03/1444,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,,الرياض,RIYADH,5500,دوام كامل,1,20202026229387,4,F
مندوب مبيعات,29/03/1444,شركة بوا للتجارة شركة شخص واحد,خاص,صغيرة فئة أ,بيع معدات ضخ المياه,"['Skill data', 'بيع مباشر وغير مباشر', 'متوسط', 'Language data', 'انجليزي', 'متوسط', 'Professional certificate \\ License data', 'رخصة قيادة', 'مفيد']",الرياض,RIYADH,4000,دوام كامل,2,20202026229308,0,F
أخصائي قانوني,29/03/1444,شركة الضبيب والسليم لاصحابها خليفه الضبيب وحمد السليم,خاص,متوسطة فئة ج,تمديد اسلاك الاتصالات,,المنطقة الشرقية,KHUBAR,5000,دوام كامل,1,20202026229141,0,both
مساعد إداري,29/03/1444,مصنع شركة صابر لإنتاج الزجاج,خاص,صغيرة فئة ب,تقطيع وشطف الزجاج العادي,,المنطقة الشرقية,DAMMAM,4600,دوام كامل,4,20202026229089,0,F
مندوب مبيعات,29/03/1444,شركة بوا للتجارة شركة شخص واحد,خاص,صغيرة فئة أ,بيع معدات ضخ المياه,"['Skill data', 'بيع مباشر وغير مباشر', 'متوسط', 'Language data', 'انجليزي', 'متوسط', 'Professional certificate \\ License data', 'رخصة قيادة', 'مفيد']",الرياض,RIYADH,4000,دوام كامل,2,20202026229015,0,both
معالج صحة فم وأسنان,29/03/1444,عيادة رامي محمد سعيد ابراهيم حسنين لطب الاسنان,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Skill data', 'اللباقة', 'محترف', 'Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'التصنيف المهني', 'ضروري']",مكة المكرمة,GHITHAH,5000,دوام كامل,1,20202026228904,0,F
أخصائي تسويق,05/04/1444,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,تقديم موارد بشرية أخرى,"['Skill data', 'الإقناع وطرح فكرة ومنتج الشركه بأفضل طريقه', 'محترف', 'Language data', 'الأنجليزية', 'محترف']",الرياض,RIYADH,6000,دوام كامل,4,20202026228880,2,both
مدخل بيانات,29/03/1444,مكتب خيارك الوحيد للخدمات العامة,خاص,صغيرة فئة أ,أنشطة تعقيب المعاملات,"['Skill data', 'استخدام الحاسب بشكل ممتاز', 'محترف']",الباحة,AQIQ,4000,دوام كامل,2,20202026228745,0,both
أخصائي أنشطة ثقافية,29/03/1444,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,,مكة المكرمة,MAKKAH,6000,دوام كامل,1,20202026208564,0,both
محاسب,28/03/1444,مؤسسة سلاسل بابل للمقاولات,خاص,صغيرة فئة ب,ترميمات المباني السكنية والغير سكنية,"['Skill data', 'إجادة استخدام الحاسب', 'محترف', 'Language data', 'عربي انجليزي', 'متوسط', 'Professional certificate \\ License data', 'محاسب', 'ضروري']",اخرى,ABU TARFA,4000,دوام كامل,3,20202026208133,0,F
مساعد طبيب أسنان,28/03/1444,مجمع سلامتك لطب الاسنان الطبي المتخصص فرع شركةخالد عبداللةكدسةوشركاه,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Skill data', 'تمريض ', 'متوسط', 'Language data', 'الإنجليزيه ', 'متوسط', 'Professional certificate \\ License data', 'بطاقة ممارس', 'ضروري']",مكة المكرمة,JEDDAH,4500,دوام كامل,6,20202026208037,0,F
محصل,28/03/1444,شركة رحابة العقارية,خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,"['Skill data', 'اجادة استخدام الحاسب الالي', 'محترف', 'استخدام برامج مايكروسوفت اوفيس', 'متوسط', 'مقابلة الجمهور', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",الرياض,RIYADH,5000,دوام كامل,1,20202026208021,0,F
وسيط عقاري,28/03/1444,شركة رحابة العقارية,خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,"['Skill data', 'اجادة استخدام الحاسب الالي', 'محترف', 'برامج مايكروسوفت اوفيس ', 'متوسط', 'مقابلة الجمهور', 'محترف', 'تسويق العقارات', 'محترف', 'Language data', 'الانجليزية', 'مبتدئ']",الرياض,RIYADH,5000,دوام كامل,1,20202026208016,2,M
وسيط عقاري,28/03/1444,شركة رحابة العقارية,خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,"['Skill data', 'اجادة استخدام الحاسب الالي', 'محترف', 'برامج مايكروسوف اوفيس', 'متوسط', 'مقابلة الجمهور', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",الرياض,RIYADH,5000,دوام كامل,1,20202026208014,0,F
عامل كاونتر مأكولات ومشروبات,28/03/1444,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),,مكة المكرمة,JEDDAH,4000,دوام كامل,3,20202026207807,0,both
مدير خدمات أطعمة ومشروبات,28/03/1444,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),,مكة المكرمة,JEDDAH,6000,دوام كامل,1,20202026207797,2,both
عامل كاونتر مأكولات ومشروبات,28/03/1444,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),,الرياض,RIYADH,4000,دوام كامل,5,20202026207705,0,both
بائع,28/03/1444,شركة مدار الفكرة للتجارة شركة شخص واحد,خاص,متوسطة فئة أ,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),,الرياض,RIYADH,4000,دوام كامل,1,20202026207687,0,F
موظف استقبال,28/03/1444,مؤسسة قوة اللمعة للسيارات,خاص,صغيرة فئة ب,تلميع السيارات (البوليش),,مكة المكرمة,MAKKAH,4500,دوام كامل,1,20202026207549,0,both
مساعد إداري,28/03/1444,شركة المردف للتجارة,خاص,صغيرة فئة أ,البيع بالتجزئة للأجهزة المخبرية والتشخيصية الطبية,"['Skill data', 'إدخال بيانات', 'متوسط', 'Language data', 'الانجليزية', 'متوسط']",الرياض,RIYADH,5000,دوام كامل,1,20202026207529,2,both
محاسب,28/03/1444,شركة دليل المواقع لتقنية المعلومات,خاص,صغيرة فئة أ,تصميم وبرمجة البرمجيات الخاصة,"['Language data', 'الانجليزية', 'محترف']",الرياض,RIYADH,6500,دوام كامل,1,20202026207340,2,both
سكرتير,28/03/1444,مكتب المحامي سعد بن درويش آل محفوظ,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,,مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026207279,0,both
أخصائي تسويق,28/03/1444,شركة حديد السد للصناعة,خاص,متوسطة فئة ب,صناعة منتجات أولية من الحديد على شكل كتل من الركائز والمخلفات بعد إعادة صهرها,"['Skill data', 'ادارة سوشيل ميديا ', 'متوسط']",الرياض,RIYADH,5500,دوام كامل,1,20202026207246,0,M
سكرتير قانوني,28/03/1444,مكتب المحامي سعد بن درويش آل محفوظ,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,,مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026207235,0,F
أخصائي عمليات موارد بشرية,28/03/1444,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,"['Skill data', 'المعرفة التامة بنظام العمل ولوائحه ', 'محترف', 'Language data', 'الإنجليزية', 'متوسط']",مكة المكرمة,TAIF,6000,دوام كامل,1,20202026207212,2,both
كاتب موارد بشرية,28/03/1444,شركة أرتال الفندقية,خاص,متوسطة فئة أ,إدارة مرافق الإيواء السياحي,,الرياض,RIYADH,6250,دوام كامل,1,20202026207157,0,M
عامل تعبئة وتغليف,28/03/1444,مؤسسة أبعاد الجمال التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة لمستحضرات التجميل وصابون الزينة,"['Skill data', 'تعبئة', 'محترف', 'Language data', 'العربية', 'محترف']",الرياض,RIYADH,4000,دوام كامل,1,20202026206657,0,F
كاتب موارد بشرية,22/03/1444,شركة نور الانشائية للمقاولات شركة شخص واحد,خاص,صغيرة فئة ب,ترميمات المباني السكنية والغير سكنية,,مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026199385,4,F
