job_title,job_date,comp_name,comp_type,comp_size,eco_activity,qualif,region,city,salary,contract,positions,job_post_id,exper,gender
أخصائي مختبرات طبية,09/04/1444,مجمع إيلاف الطبي,خاص,صغيرة فئة ب,المجمعات الطبية العامة,,مكة المكرمة,WATAH,7000,دوام كامل,2,20202026242305,0,F
أخصائي مختبرات طبية,08/04/1444,شركة العناية والرعاية الطبية شركة شخص واحد,خاص,صغيرة فئة أ,التشغيل الطبي للمجمعات الطبية ومراكز جراحة اليوم الواحد,"['Skill data', 'التواصل', 'محترف', 'تحمل ضغط العمل', 'محترف', 'Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'شهادة تصنيف الهيئة السعودية', 'ضروري']",الجوف,QURAYY,5000,دوام كامل,1,20202026242270,0,F
فني هندسة إلكترونية,08/04/1444,شركة أمن وسلامه للمقاولات,خاص,صغيرة فئة ب,البيع بالجملة للمعدات والتجهيزات الأمنية (للمنافسات الحكومية فقط),"['Skill data', 'ى', 'مبتدئ', 'Language data', 'انجليزى', 'مبتدئ', 'Professional certificate \\ License data', 'هيئة المهندسين السعوديين ', 'ضروري']",الرياض,ABA ASLAB,4000,دوام كامل,1,20202026242236,0,both
أخصائي مبيعات,08/04/1444,محل فوق المتوقع للهدايا,خاص,صغيرة فئة أ,البيع بالتجزئة للزهور والورود,"['Skill data', 'اجاده المهارات البيعيه', 'محترف', 'اجاده مهارات التواصل ', 'محترف']",مكة المكرمة,JEDDAH,4000,دوام كامل,2,20202026242229,2,F
محاسب,08/04/1444,شركة العهد الجديد للتجارة والتسويق,خاص,صغيرة فئة أ,تقديم الخدمات اللوجستية البريدية,"['Skill data', 'إستخدام الإكسل', 'متوسط']",الرياض,RIYADH,4000,عمل عن بعد,1,20202026242157,2,F
مندوب مبيعات,08/04/1444,شركة العهد الجديد للتجارة والتسويق,خاص,صغيرة فئة أ,تقديم الخدمات اللوجستية البريدية,"['Skill data', 'التواصل', 'محترف', 'المفاوضات', 'متوسط', 'Language data', 'العربي', 'محترف']",الرياض,RIYADH,6000,دوام كامل,2,20202026242141,2,both
طبيب أسنان عام,08/04/1444,شركة العاج الطبية,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,,المنطقة الشرقية,KHUBAR,7000,دوام كامل,2,20202026242126,0,both
محاسب تكاليف,08/04/1444,ورشة حسن علي آل ربح للحدادة والالمنيوم,خاص,صغيرة فئة ب,ورش صناعة الالمونيوم,,المنطقة الشرقية,QATIF,4000,دوام كامل,3,20202026242077,0,both
موظف استقبال,08/04/1444,مركز أقوي عضلة الرياضي,خاص,صغيرة فئة ب,الأندية الرياضية,"['Language data', 'العربية', 'محترف', 'Professional certificate \\ License data', 'التعليم', 'مفيد']",القصيم,BADAI',4000,دوام كامل,1,20202026242050,0,M
قهوجي,08/04/1444,مقهى الكرز بلوم لتقديم المشروبات,خاص,صغيرة فئة ب,البيع بالجملة للشوكلاته والكاكاو,"['Skill data', 'برستا', 'محترف', 'Language data', 'انقليزي ', 'متوسط']",المدينة المنورة,ABA AL BA,4000,دوام كامل,1,20202026241592,2,M
بائع,08/04/1444,مؤسسة قمة الهرم التجارية,خاص,صغيرة فئة ب,البيع بالتجزئة للأحذية,,مكة المكرمة,QUNFID,4000,دوام كامل,4,20202026241527,4,both
محاسب,08/04/1444,فر مؤسسة غربي عبدالله محمد الشدادي للمقاولات العامة فرع تأجي,خاص,صغيرة فئة ب,تأجير سيارات ركاب بدون سائق,,مكة المكرمة,QUNFID,4500,دوام كامل,3,20202026241490,2,F
حارس أمن,08/04/1444,مركز الغربي للمفروشات الراقية,خاص,صغيرة فئة ب,البيع بالتجزئة للأثاث المكتبي,,مكة المكرمة,QUNFID,4000,دوام كامل,3,20202026241485,4,M
مشرف عقار,08/04/1444,مؤسسه غربي عبدالله محمد الشدادي للمقاولات العامه,خاص,صغيرة فئة ب,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),,مكة المكرمة,QUNFID,4000,دوام كامل,3,20202026241478,4,M
فني صيانة ميكانيكية,08/04/1444,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,عملاقة,خدمات جمع النفايات البلدية,"['Professional certificate \\ License data', 'الهيئة العامة للفنين', 'ضروري']",المنطقة الشرقية,QATIF,5700,دوام كامل,1,20202026241451,0,M
ميكانيكي مصاعد,08/04/1444,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,عملاقة,خدمات جمع النفايات البلدية,"['Professional certificate \\ License data', 'الهيئة لبعامة للفنين ', 'ضروري']",المنطقة الشرقية,QATIF,5700,دوام كامل,1,20202026241439,2,M
فني كهربائي أنظمة حماية كهربائية,08/04/1444,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,عملاقة,خدمات جمع النفايات البلدية,"['Professional certificate \\ License data', 'الهيئة العامة للفنين ', 'ضروري']",المنطقة الشرقية,QATIF,5700,دوام كامل,1,20202026241392,0,M
فني كهربائي أنظمة حماية كهربائية,08/04/1444,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,عملاقة,خدمات جمع النفايات البلدية,,مكة المكرمة,MAKKAH,5700,دوام كامل,1,20202026241372,0,M
أمين مكتبة,08/04/1444,شركه التقوى للتربيه والتعليم والتدريب المحدوده,خاص,متوسطة فئة ب,التعليم الثانوي للطلاب بمنهج وطني,,الرياض,RIYADH,5000,دوام كامل,3,20202026241353,0,M
محضر أطعمة باردة,08/04/1444,مطعم مذاق الشرفة لتقديم الوجبات,خاص,متوسطة فئة ب,المطاعم مع الخدمة,,المنطقة الشرقية,KHUBAR,5000,دوام كامل,5,20202026241302,0,both
طاهي,08/04/1444,مطعم مذاق الشرفة لتقديم الوجبات,خاص,متوسطة فئة ب,المطاعم مع الخدمة,"['Skill data', 'الطبخ', 'محترف']",المنطقة الشرقية,KHUBAR,6000,دوام كامل,5,20202026241273,2,both
موظف صندوق محاسبة,08/04/1444,مطعم مذاق الشرفة لتقديم الوجبات,خاص,متوسطة فئة ب,المطاعم مع الخدمة,"['Skill data', 'نظام نقاط البيع', 'متوسط', 'Language data', 'الانجليزي', 'متوسط']",المنطقة الشرقية,KHUBAR,5000,دوام كامل,5,20202026241258,0,both
عامل كاونتر مأكولات ومشروبات,08/04/1444,مطعم مذاق الشرفة لتقديم الوجبات,خاص,متوسطة فئة ب,المطاعم مع الخدمة,"['Skill data', 'الرسم على القهوه', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,KHUBAR,5000,دوام كامل,3,20202026241237,0,both
معلم رياض أطفال,08/04/1444,الشركة العالمية لتطوير المهارات,خاص,صغيرة فئة ب,التعليم في مرحلة ما قبل المدرسة - رياض الأطفال بمنهج عالمي,"['Language data', 'الإنجليزية', 'متوسط']",الرياض,RIYADH,4500,دوام كامل,5,20202026241059,4,F
معلم صعوبات التعلم,08/04/1444,شركة ابناء المجد الاهليه,خاص,صغيرة فئة ب,التعليم الابتدائي للطلاب بمنهج وطني,,الرياض,RIYADH,4000,دوام كامل,3,20202026241044,0,M
أخصائي تسويق,07/04/1444,مؤسسة البرمجة الرائدة لخدمات الاتصالات,خاص,صغيرة فئة أ,تصميم وبرمجة البرمجيات الخاصة,,المنطقة الشرقية,DAMMAM,4000,دوام كامل,2,20202026241021,0,F
بائع,07/04/1444,محل بيت العائلة للاواني المنزلية,خاص,صغيرة فئة أ,البيع بالتجزئة للادوات المنزلية والمشغولات اليدوية المتنوعة (أدوات القطع، والخزفيات، والأواني الزجاجيه والفخارية... الخ),"['Skill data', 'كاشير', 'متوسط', 'Language data', 'العربية', 'متوسط', 'Professional certificate \\ License data', 'ثانوية او اقل ', 'مفيد']",جازان,'AYDAB,3200,دوام كامل,1,20202026241007,0,M
محاسب,07/04/1444,نادي الحجاز الرياضي ببلجرشي,خاص,صغيرة فئة أ,الأندية الرياضية,,الباحة,BILJURASH,4000,دوام كامل,1,20202026240992,0,F
أخصائي سمعيات,07/04/1444,مجمع شفاء طيبة الطبي,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,,المدينة المنورة,MADINA,4000,دوام كامل,1,20202026240941,0,F
موظف استقبال,07/04/1444,مجمع الطبيب زاهر قضيب البنان رقم واحد الطبي العام,خاص,متوسطة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,,مكة المكرمة,MAKKAH,4000,دوام كامل,2,20202026240655,0,F
مندوب مبيعات,07/04/1444,مؤسسة لوبا المتطورة التجارية,خاص,متوسطة فئة ب,البيع بالجملة للأغذية والمشروبات,"['Skill data', 'مهارت التاثير والاقناع', 'محترف', 'Language data', 'العربيه', 'محترف', 'انجليزي', 'متوسط']",مكة المكرمة,JEDDAH,4000,دوام كامل,2,20202026240528,2,M
أخصائي تسويق,07/04/1444,مؤسسة السابع و الثلاثون لتنظيم المعارض والمؤتمرات,خاص,صغيرة فئة أ,تنظيم وإدارة المعارض والمؤتمرات,,الرياض,RIYADH,5000,دوام كامل,1,20202026240493,2,both
أخصائي مبيعات,07/04/1444,شركة عالم المحركات للتجارة (شركة شخص واحد),خاص,متوسطة فئة أ,تلميع السيارات (البوليش),,المنطقة الشرقية,MUBARR,6000,دوام كامل,1,20202026240254,0,M
أخصائي خدمة عملاء,07/04/1444,شركة عالم المحركات للتجارة (شركة شخص واحد),خاص,متوسطة فئة أ,تلميع السيارات (البوليش),,المنطقة الشرقية,KHUBAR,6000,دوام كامل,2,20202026240235,2,F
فني كهربائي تمديدات كهربائية,07/04/1444,شركة الساعد الدولية المحدودة,خاص,متوسطة فئة ب,أنشطة خدمات صيانة المباني,"['Language data', 'اللغة الإنجليزية', 'متوسط', 'Professional certificate \\ License data', 'الهيئة السعودية للمهندسين', 'مفيد']",الرياض,RIYADH,5700,دوام كامل,1,20202026240164,2,M
أخصائي مبيعات,07/04/1444,شركة عالم المحركات للتجارة (شركة شخص واحد),خاص,متوسطة فئة أ,تلميع السيارات (البوليش),,المنطقة الشرقية,KHUBAR,6000,دوام كامل,2,20202026240036,0,M
سكرتير,07/04/1444,مركز إجادة السلامة للتدريب,خاص,صغيرة فئة ب,تلميع السيارات (البوليش),"['Skill data', 'استخدام الحاسب الالي', 'محترف', 'التواصل الفعال مع الاخرين', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH,6000,دوام كامل,1,20202026239942,0,M
موظف استقبال,07/04/1444,مؤسسة تصاميم المستقبل للديكور,خاص,صغيرة فئة أ,تغطية الارضيات خشب الباركيه,"['Language data', 'عربي', 'محترف', 'Professional certificate \\ License data', 'لايهم', 'مفيد']",المنطقة الشرقية,DAMMAM,3500,دوام كامل,1,20202026239872,0,F
سكرتير,07/04/1444,شركة عراقة للتقييم العقاري شركة شخص واحد,خاص,صغيرة فئة ب,تغطية الارضيات خشب الباركيه,"['Skill data', 'مهارة التواصل', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",الرياض,RIYADH,6000,دوام كامل,1,20202026239847,2,both
أخصائي تسويق,07/04/1444,شركة ذات الهمة التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,البيع بالتجزئة للمعادن الثمينة والأحجار الكريمة,,المنطقة الشرقية,DAMMAM,4500,دوام كامل,1,20202026239808,2,F
بائع,06/04/1444,مؤسسة الفا بيتا لتقنية المعلومات,خاص,صغيرة فئة أ,تصميم وبرمجة البرمجيات الخاصة,"['Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,QATIF,4000,دوام كامل,1,20202026239746,0,M
مدير مقهى,06/04/1444,شركة الجرعة المفرطة للتجارة شركة شخص واحد,خاص,متوسطة فئة ب,البيع بالتجزئة للوكلاء بالعمولة بدون محلات,"['Language data', 'الانجليزي', 'محترف']",القصيم,BURAYDAH,6000,دوام كامل,2,20202026239284,4,both
أخصائي مستودعات,06/04/1444,مؤسسة رؤية المتقدمة للتجارة,خاص,صغيرة فئة ب,البيع بالتجزئة للأجهزة والمعدات والمستلزمات الطبية,"['Skill data', 'يجيد استخدام الحاسب الالي', 'محترف', 'يجيد التغليف والشحن', 'محترف', 'يجيد اصدار الفواتير', 'محترف', 'يفضل من لدية خبرة بالمستودعات', 'محترف', 'يفضل من لدية لغة انجليزية', 'متوسط']",مكة المكرمة,JEDDAH,5000,دوام كامل,1,20202026239236,0,M
مهندس معماري,06/04/1444,شركة مشراف المدائن للمقاولات,خاص,متوسطة فئة ب,البيع بالتجزئة للوكلاء بالعمولة بدون محلات,,الرياض,RIYADH,7000,دوام كامل,3,20202026239180,2,both
مهندس سلامة وصحة مهنية,06/04/1444,شركة مشراف المدائن للمقاولات,خاص,متوسطة فئة ب,البيع بالتجزئة للوكلاء بالعمولة بدون محلات,,الرياض,RIYADH,7000,دوام كامل,3,20202026239172,2,M
أخصائي تسويق,06/04/1444,مؤسسة طيبات الجزيرة للحوم,خاص,صغيرة فئة أ,البيع بالتجزئة للحوم ومنتجات اللحوم,,المنطقة الشرقية,DAMMAM,4000,دوام كامل,3,20202026239086,0,F
أمين صندوق,06/04/1444,مؤسسة طيبات الجزيرة للحوم,خاص,صغيرة فئة أ,البيع بالتجزئة للحوم ومنتجات اللحوم,,المنطقة الشرقية,DAMMAM,4000,دوام كامل,2,20202026239079,0,F
مندوب مبيعات,06/04/1444,مصنع جيني للعطور ومستحضرات التجميل,خاص,متوسطة فئة ب,صناعة المستحضرات الصيدلانية للاستخدام البشري,,الرياض,ABA ASLAB,4000,دوام كامل,3,20202026238886,0,F
أخصائي مشتريات,06/04/1444,شركة مصنع دار النعايم للصناعات الغذائية,خاص,متوسطة فئة أ,صناعة الحلاوة الطحينية,,الرياض,RIYADH,5800,دوام كامل,2,20202026238882,2,M
مندوب مبيعات,06/04/1444,مصنع جيني للعطور ومستحضرات التجميل,خاص,متوسطة فئة ب,صناعة المستحضرات الصيدلانية للاستخدام البشري,"['Skill data', 'لا يوجد', 'مبتدئ', 'Language data', 'العربية', 'مبتدئ']",الرياض,ABA ASLAB,5000,دوام كامل,1,20202026238879,0,M
أخصائي نفسي,06/04/1444,مركز مطمئنه الطبي فرع شركه نخبة الاستشاريين الطبي,خاص,متوسطة فئة ب,المجمعات الطبية المتخصصة,"['Skill data', 'العمل الجماعي ', 'محترف', 'العمل بروح الفريق ', 'محترف', 'اللغه الانجليزية ', 'محترف', 'Language data', 'الانجليزية ', 'محترف']",مكة المكرمة,JEDDAH,4000,دوام كامل,5,20202026238518,0,both
أخصائي نفسي,06/04/1444,مركز مطمئنه الطبي فرع شركه نخبة الاستشاريين الطبي,خاص,متوسطة فئة ب,المجمعات الطبية المتخصصة,"['Skill data', 'اللغه الانجليزية ', 'محترف', 'المرونه في  العمل ', 'محترف', 'العمل الجماعي ', 'محترف', 'Language data', 'الانجليزية ', 'محترف']",الرياض,RIYADH,4000,دوام كامل,5,20202026238494,0,both
نجّار,06/04/1444,شركة الجزيره للتجاره والتصنيع المحدوده,خاص,كبيرة,أنشطة خدمات صيانة المباني,,الرياض,RIYADH,4000,دوام كامل,2,20202026238483,2,M
مليّس,06/04/1444,شركة الجزيره للتجاره والتصنيع المحدوده,خاص,كبيرة,أنشطة خدمات صيانة المباني,"['Professional certificate \\ License data', 'شهادة خبرة في المجال', 'ضروري']",الرياض,RIYADH,5000,دوام كامل,1,20202026238462,2,M
أخصائي صحة وسلامة مهنية,06/04/1444,الشركة العربية للاستثمارات  الزراعيه والحيوانيه,خاص,متوسطة فئة أ,رعاية وصيانة مناظر المباني والحدائق المنزلية وحدائق الأسقف وواجهات المباني الخاصة وغيرها,"['Language data', 'English', 'متوسط']",الرياض,KHARJ,5625,دوام كامل,2,20202026238176,0,M
محاسب,06/04/1444,شركة رسو الشرق التجارية,خاص,صغيرة فئة ب,البيع بالجملة والتجزئة لقطع الغيار المستعملة للسيارات وتوابعها,"['Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",المنطقة الشرقية,DAMMAM,6000,دوام كامل,1,20202026238139,2,M
مشرف صيانة,06/04/1444,شركة الراجح الحديثة للمقاولات المحدودة,خاص,متوسطة فئة ج,إصلاح وصيانة الطرق والشوارع والأرصفة ومستلزمات الطرق,"['Skill data', 'العمل تحت الضغط', 'متوسط', 'التواصل الفعال ', 'محترف']",المدينة المنورة,MADINA,6000,دوام كامل,1,20202026238059,2,both
مساعد صحي,06/04/1444,مستشفى دله فرع شركة دله للخدمات الصحيه,خاص,كبيرة,إصلاح وصيانة الطرق والشوارع والأرصفة ومستلزمات الطرق,"['Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'ترخيص هئية التخصصات الصحية - مساعد صحي ', 'ضروري', 'أو ترخيص هئية التخصصات الصحية-فني رعاية مرضى ', 'ضروري']",الرياض,RIYADH,5000,دوام كامل,5,20202026238032,0,both
مساعد إداري,06/04/1444,مؤسسة بيتكم لتقنية المعلومات,خاص,متوسطة فئة أ,البيع بالجملة عن طريق الانترنت,,الرياض,RIYADH,5000,دوام كامل,1,20202026237855,0,both
فني تنقية مجاري صرف صحي,06/04/1444,شركة صالح حسين سالم ال سلامه وشريكه,خاص,عملاقة,التنظيف العام للمباني,,الرياض,ABA ASLAB,5000,دوام كامل,1,20202026237826,0,both
فني ميكانيكي محركات,06/04/1444,شركة صالح حسين سالم ال سلامه وشريكه,خاص,عملاقة,التنظيف العام للمباني,,الرياض,ABA ASLAB,5000,دوام كامل,1,20202026237756,0,both
فني صيانة أجهزة إلكترونية,06/04/1444,شركة صالح حسين سالم ال سلامه وشريكه,خاص,عملاقة,التنظيف العام للمباني,,الرياض,ABA ASLAB,5000,دوام كامل,1,20202026237721,0,both
أخصائي إعلامي,06/04/1444,المعهد العالي السعودي الياباني للسيارات,خاص,متوسطة فئة أ,معاهد الشراكات الاستراتيجية,"['Skill data', 'استخدام وسائل التواصل الاجتماعي', 'محترف', 'Language data', 'الانجليزية', 'محترف', 'Professional certificate \\ License data', 'بكالوريوس', 'ضروري']",مكة المكرمة,JEDDAH,5000,دوام كامل,1,20202026237686,2,M
محاسب,05/04/1444,شركة نجد للمقاولات شركة شخص واحد,خاص,متوسطة فئة أ,الإنشاءات العامة للمباني السكنية,,حائل,HAIL,6000,دوام كامل,1,20202026237392,0,M
معد وجبات سريعة,05/04/1444,مطعـم الوجوه الاربعه لتقديم الوجبات,خاص,صغيرة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Language data', 'العربيه + انجليزي', 'متوسط']",الرياض,RIYADH,5200,دوام كامل,1,20202026237023,0,M
مهندس مدني,05/04/1444,شركة حمزة محمد الديري للمقاولات,خاص,متوسطة فئة أ,رعاية وصيانة منتزهات الطرق السريعة,"['Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH,7000,دوام كامل,2,20202026236311,2,M
أخصائي مبيعات,05/04/1444,مكتب سيجما الكفاءات للاستقدام,خاص,صغيرة فئة أ,التوسط في استقدام العمالة الوافدة,"['Skill data', 'التواصل', 'محترف', 'برامج الاوفيس', 'متوسط', 'Language data', 'الانجليزيه', 'متوسط']",مكة المكرمة,JEDDAH,4000,دوام كامل,2,20202026236158,0,F
فني علوم أغذية,05/04/1444,شركة سنا المدينة للتمور,خاص,صغيرة فئة ب,تجفيف وتعبئة التمور وصناعة منتجاتها,"['Skill data', 'استخدام الحاسوب', 'متوسط', 'اإلمام بأنظمة الجودة والفحوصات المختبرية للغذاء', 'محترف', 'Language data', 'انجليزية', 'متوسط', 'Professional certificate \\ License data', 'سلامة الغذاء والجودة', 'مفيد']",المدينة المنورة,MADINA,4000,دوام كامل,1,20202026235654,2,both
منسق زهور,05/04/1444,شركة ذات الهمة التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,البيع بالتجزئة للمعادن الثمينة والأحجار الكريمة,,المنطقة الشرقية,DAMMAM,4500,دوام كامل,1,20202026235558,2,F
مندوب مبيعات,05/04/1444,شركة عيون الدار للصناعة شركة شخص واحد,خاص,صغيرة فئة ب,صناعة منتجات نصف مصنعة من اللدائن ، يشمل ( ألواح ، شرائح ، صفائح ، أشرطة ، مواسير وخراطيم ولوازمها ... الخ ),,الرياض,RIYADH,4000,دوام كامل,1,20202026235450,2,both
نادل,03/04/1444,مطعم استراحة البساتين لتقديم الوجبات,خاص,صغيرة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', 'ممتازه', 'محترف', 'ممتازه ', 'محترف', 'Language data', 'الانجليزي', 'متوسط']",جازان,SABYA,3600,دوام كامل,3,20202026234571,0,F
أخصائي تمريض,02/04/1444,مجمع بلسم علاج الطبي العام,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Skill data', 'سحب عينات اطفال ورعاية مسنين', 'متوسط', 'Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'التصنيف السعودي الهئية السعودية التخصصات الصحية', 'ضروري']",مكة المكرمة,KHURMA,6000,دوام كامل,2,20202026234317,4,both
موظف صندوق محاسبة,02/04/1444,ديوانية مركاز الشيوخ,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,,مكة المكرمة,QUNFID,4000,دوام كامل,5,20202026233813,4,F
بائع,02/04/1444,محل تاج الطفولة لالعاب الأطفال,خاص,صغيرة فئة ب,بيع الألعاب واللّعب بالتجزئة في المتاجر المتخصصة,,مكة المكرمة,QAWZ,4000,دوام كامل,5,20202026233694,4,F
موظف صندوق محاسبة,02/04/1444,مطعم الينا لتقديم الوجبات,خاص,صغيرة فئة أ,سيارة متجولة لبيع الأغذية,"['Skill data', 'حسن التعامل', 'محترف', 'Language data', 'عربي يجيد الانجليزيه', 'مبتدئ', 'Professional certificate \\ License data', 'ثانويه عامه', 'ضروري']",الرياض,RIYADH,4000,دوام كامل,1,20202026233657,4,F
مندوب مبيعات,02/04/1444,شركة الورده المتميزه الصناعية,خاص,صغيرة فئة ب,انتاج الشكولاته بالحليب والشوكلاته البيضاء والغامقة وغيرها من أنواع الشوكلاته,"['Language data', 'العربية', 'محترف', 'Professional certificate \\ License data', 'دورات مبيعات', 'مفيد']",مكة المكرمة,JEDDAH,4000,دوام كامل,4,20202026233351,0,M
محامي,05/04/1444,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,تقديم موارد بشرية أخرى,"['Language data', 'الأنجليزية', 'محترف', 'Professional certificate \\ License data', 'ترخيص محامي ', 'ضروري']",المنطقة الشرقية,DAMMAM,6000,دوام كامل,1,20202026232685,2,F
مدير عمليات تشغيل,05/04/1444,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,تقديم موارد بشرية أخرى,"['Language data', 'الأنجليزية', 'محترف']",الرياض,RIYADH,7000,دوام كامل,3,20202026232660,4,both
مهندس معماري داخلي,02/04/1444,شركة اساس الحفر للمقاولات العامة,خاص,صغيرة فئة أ,الإنشاءات العامة للمباني السكنية,,الرياض,ABA ASLAB,4000,دوام كامل,1,20202026232653,2,F
مهندس مدني,02/04/1444,شركة اساس الحفر للمقاولات العامة,خاص,صغيرة فئة أ,الإنشاءات العامة للمباني السكنية,,الرياض,ABA ASLAB,4000,دوام كامل,2,20202026232603,2,both
مدير طباعة ونشر,01/04/1444,مؤسسة فاطمه سعيد صالح خلف للقرطاسية,خاص,صغيرة فئة ب,البيع بالجملة للأدوات المكتبية (القرطاسية),,مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026232177,0,both
بائع,01/04/1444,فرع متجر راحتي التجارية,خاص,متوسطة فئة ب,البيع بالتجزئة للأثاث المنزلي,,حائل,HAIL,4000,دوام كامل,3,20202026231990,0,M
فني مختبر طبي,01/04/1444,مجمع العرجان الطبي,خاص,متوسطة فئة أ,المجمعات الطبية العامة,,تبوك,TABUK,5000,دوام كامل,2,20202026231939,0,both
بائع,01/04/1444,شركة المشرق الذهبي المحدودة (شركة شخص واحد),خاص,صغيرة فئة ب,البيع بالتجزئة للكماليات وللإكسسوارات الملابس، يشمل (القفازات وأربطة العنق والحمالات والسبح والمظلات),"['Skill data', 'تحمل ضغط العمل', 'محترف']",المدينة المنورة,MADINA,4000,دوام كامل,1,20202026231726,0,M
محاسب,01/04/1444,شركه عبداللطيف احمد العرفج وشريكه بيع مواد غذائية,خاص,متوسطة فئة ب,البيع بالتجزئة للكماليات وللإكسسوارات الملابس، يشمل (القفازات وأربطة العنق والحمالات والسبح والمظلات),,الرياض,RIYADH,6000,دوام كامل,4,20202026231572,2,M
بائع,01/04/1444,مؤسسة محمود عبد الخالق سعيد قاسم التجارية,خاص,صغيرة فئة ب,البيع بالتجزئة لأصناف العبايات النسائية والفراء,"['Skill data', 'فن و اتقان البيع و لباقة التعامل مع الزبائن', 'محترف', 'Language data', 'عربي', 'محترف', 'انقليزي', 'متوسط', 'Professional certificate \\ License data', 'لا يوجد', 'مفيد']",مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026231538,2,M
بائع,01/04/1444,مؤسسة محمود عبد الخالق سعيد قاسم التجارية,خاص,صغيرة فئة ب,البيع بالتجزئة لأصناف العبايات النسائية والفراء,"['Skill data', 'اتقان فن البيع و لباقة التعامل مع الزبائن', 'محترف', 'Language data', 'عربي', 'محترف', 'انقليزي', 'متوسط', 'Professional certificate \\ License data', 'لا يوجد', 'مفيد']",مكة المكرمة,JEDDAH,4000,دوام كامل,1,20202026231494,2,M
فني مختبر طبي,01/04/1444,مجمع الخريف الطبي,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Professional certificate \\ License data', 'الهيئة السعودية للتخصصات الصحية', 'ضروري']",الرياض,RIYADH,5000,دوام كامل,2,20202026231488,0,both
مبرمج قاعدة بيانات,01/04/1444,الشركه السعوديه لصناعة المكيفات المحدوده,خاص,كبيرة,صناعة أجهزة تكييف الهواء (وحدات أو مركزي ) فريون,"['Language data', 'اللغه الانجليزيه', 'متوسط']",مكة المكرمة,JEDDAH,7500,دوام كامل,5,20202026231328,2,M
مهندس معماري,01/04/1444,شركة مجموعة الفؤاد للتجارة والمقاولات المحدودة,خاص,كبيرة,تركيب الزجاج والمرايا للمباني,,مكة المكرمة,MAKKAH,7000,دوام كامل,2,20202026231145,0,M
موظف صندوق محاسبة,01/04/1444,مؤسسة متحف الغذاء للتجارة,خاص,صغيرة فئة ب,تركيب الزجاج والمرايا للمباني,,المدينة المنورة,MADINA,4000,دوام كامل,2,20202026230976,0,both
أخصائي تسويق,01/04/1444,شركة انكر اليابان,خاص,صغيرة فئة ب,خدمات المكاتب العلمية والفنية للمنتجات عدا المستحضرات الصيدلانية,,الرياض,RIYADH,4500,دوام كامل,2,20202026230448,2,both
فني نظم حاسب آلي,01/04/1444,مؤسسة الكيان للمياه والمشروبات الغازية,خاص,صغيرة فئة ب,البيع بالجملة للشوكلاته والكاكاو,,المدينة المنورة,JURF,4000,عمل عن بعد,1,20202026229795,0,F
مدير فرع,01/04/1444,محل لحظة لقى لتقديم المشروبات,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),,الرياض,RIYADH,6500,دوام كامل,1,20202026229790,0,both
